0.68633783	9.91131570	3.14822421
3.13609928	16.05754622	4.00718682
3.00719672	17.79833324	4.21880709
2.85849282	20.83955142	4.56503575
2.99705411	17.75293425	4.21342310
3.62743107	10.96558489	3.31143245
2.51673342	27.97677206	5.28930733
2.77239362	23.08398356	4.80457944
3.27071717	15.06117559	3.88087304
0.85870657	11.64855232	3.41299756
1.07249494	11.12216085	3.33499038
3.79314016	9.52823410	3.08678378
3.23914787	13.65368009	3.69508864
0.42290082	9.73476925	3.12005917
0.53428563	10.48721571	3.23839709
1.90227775	23.41745660	4.83915867
1.07769014	10.51518741	3.24271297
1.73411958	19.72332100	4.44109457
0.44660397	10.22570070	3.19776495
3.20301772	15.12026382	3.88847834
2.09194617	29.59979079	5.44056898
2.97587738	19.68877615	4.43720364
3.32583431	12.68206556	3.56118878
0.00825652	12.39949578	3.52129178
2.39423912	29.27947083	5.41105081
3.49728934	9.50200948	3.08253296
1.97279061	25.26751596	5.02668041
1.05903454	11.31596430	3.36392097
2.17539758	28.47130016	5.33585046
1.63660623	14.77413839	3.84371414
3.79470832	8.89328008	2.98216030
1.22060233	11.77103058	3.43089355
1.13216811	9.90024374	3.14646528
0.66786806	10.51592594	3.24282684
2.56973702	27.05355129	5.20130285
3.30538314	11.91537639	3.45186564
1.73707270	19.79827581	4.44952535
0.07380704	10.37165310	3.22050510
3.70406705	10.28131927	3.20644964
0.36526199	10.86616070	3.29638601
